fname,deg
anim_run_angle_-73_qw_0.568_qx_0.568_qy_-0.421_qz_-0.421_dist_7.548.csv,-73
anim_run_angle_-74_qw_0.565_qx_0.565_qy_-0.426_qz_-0.426_dist_7.548.csv,-74
anim_run_angle_-75_qw_0.561_qx_0.561_qy_-0.430_qz_-0.430_dist_7.548.csv,-75
anim_run_angle_-76_qw_0.557_qx_0.557_qy_-0.435_qz_-0.435_dist_7.548.csv,-76
anim_run_angle_-77_qw_0.553_qx_0.553_qy_-0.440_qz_-0.440_dist_7.548.csv,-77
anim_run_angle_-78_qw_0.550_qx_0.550_qy_-0.445_qz_-0.445_dist_7.548.csv,-78
anim_run_angle_-79_qw_0.546_qx_0.546_qy_-0.450_qz_-0.450_dist_7.548.csv,-79
anim_run_angle_-7_qw_0.706_qx_0.706_qy_-0.043_qz_-0.043_dist_7.548.csv,-7
anim_run_angle_-80_qw_0.542_qx_0.542_qy_-0.455_qz_-0.455_dist_7.548.csv,-80
anim_run_angle_-81_qw_0.538_qx_0.538_qy_-0.459_qz_-0.459_dist_7.548.csv,-81
anim_run_angle_-82_qw_0.534_qx_0.534_qy_-0.464_qz_-0.464_dist_7.548.csv,-82
anim_run_angle_-83_qw_0.530_qx_0.530_qy_-0.469_qz_-0.469_dist_7.548.csv,-83
anim_run_angle_-84_qw_0.525_qx_0.525_qy_-0.473_qz_-0.473_dist_7.548.csv,-84
anim_run_angle_-85_qw_0.521_qx_0.521_qy_-0.478_qz_-0.478_dist_7.548.csv,-85
anim_run_angle_-86_qw_0.517_qx_0.517_qy_-0.482_qz_-0.482_dist_7.548.csv,-86
anim_run_angle_-87_qw_0.513_qx_0.513_qy_-0.487_qz_-0.487_dist_7.548.csv,-87
anim_run_angle_-88_qw_0.509_qx_0.509_qy_-0.491_qz_-0.491_dist_7.548.csv,-88
anim_run_angle_-89_qw_0.504_qx_0.504_qy_-0.496_qz_-0.496_dist_7.548.csv,-89
anim_run_angle_-8_qw_0.705_qx_0.705_qy_-0.049_qz_-0.049_dist_7.548.csv,-8
anim_run_angle_-90_qw_0.500_qx_0.500_qy_-0.500_qz_-0.500_dist_7.548.csv,-90
anim_run_angle_-9_qw_0.705_qx_0.705_qy_-0.055_qz_-0.055_dist_7.548.csv,-9
anim_run_angle_0_qw_0.707_qx_0.707_qy_0.000_qz_0.000_dist_7.548.csv,0
anim_run_angle_10_qw_0.704_qx_0.704_qy_0.062_qz_0.062_dist_7.548.csv,10
anim_run_angle_11_qw_0.704_qx_0.704_qy_0.068_qz_0.068_dist_7.548.csv,11
anim_run_angle_12_qw_0.703_qx_0.703_qy_0.074_qz_0.074_dist_7.548.csv,12
anim_run_angle_13_qw_0.703_qx_0.703_qy_0.080_qz_0.080_dist_7.548.csv,13
anim_run_angle_14_qw_0.702_qx_0.702_qy_0.086_qz_0.086_dist_7.548.csv,14
anim_run_angle_15_qw_0.701_qx_0.701_qy_0.092_qz_0.092_dist_7.548.csv,15
anim_run_angle_16_qw_0.700_qx_0.700_qy_0.098_qz_0.098_dist_7.548.csv,16
anim_run_angle_17_qw_0.699_qx_0.699_qy_0.105_qz_0.105_dist_7.548.csv,17
anim_run_angle_18_qw_0.698_qx_0.698_qy_0.111_qz_0.111_dist_7.548.csv,18
anim_run_angle_19_qw_0.697_qx_0.697_qy_0.117_qz_0.117_dist_7.548.csv,19
anim_run_angle_1_qw_0.707_qx_0.707_qy_0.006_qz_0.006_dist_7.548.csv,1
anim_run_angle_20_qw_0.696_qx_0.696_qy_0.123_qz_0.123_dist_7.548.csv,20
anim_run_angle_21_qw_0.695_qx_0.695_qy_0.129_qz_0.129_dist_7.548.csv,21
anim_run_angle_22_qw_0.694_qx_0.694_qy_0.135_qz_0.135_dist_7.548.csv,22
anim_run_angle_23_qw_0.693_qx_0.693_qy_0.141_qz_0.141_dist_7.548.csv,23
anim_run_angle_24_qw_0.692_qx_0.692_qy_0.147_qz_0.147_dist_7.548.csv,24
anim_run_angle_25_qw_0.690_qx_0.690_qy_0.153_qz_0.153_dist_7.548.csv,25
anim_run_angle_26_qw_0.689_qx_0.689_qy_0.159_qz_0.159_dist_7.548.csv,26
anim_run_angle_27_qw_0.688_qx_0.688_qy_0.165_qz_0.165_dist_7.548.csv,27
anim_run_angle_28_qw_0.686_qx_0.686_qy_0.171_qz_0.171_dist_7.548.csv,28
anim_run_angle_29_qw_0.685_qx_0.685_qy_0.177_qz_0.177_dist_7.548.csv,29
anim_run_angle_2_qw_0.707_qx_0.707_qy_0.012_qz_0.012_dist_7.548.csv,2
anim_run_angle_30_qw_0.683_qx_0.683_qy_0.183_qz_0.183_dist_7.548.csv,30
anim_run_angle_31_qw_0.681_qx_0.681_qy_0.189_qz_0.189_dist_7.548.csv,31
anim_run_angle_32_qw_0.680_qx_0.680_qy_0.195_qz_0.195_dist_7.548.csv,32
anim_run_angle_33_qw_0.678_qx_0.678_qy_0.201_qz_0.201_dist_7.548.csv,33
anim_run_angle_34_qw_0.676_qx_0.676_qy_0.207_qz_0.207_dist_7.548.csv,34
anim_run_angle_35_qw_0.674_qx_0.674_qy_0.213_qz_0.213_dist_7.548.csv,35
anim_run_angle_36_qw_0.672_qx_0.672_qy_0.219_qz_0.219_dist_7.548.csv,36
anim_run_angle_37_qw_0.671_qx_0.671_qy_0.224_qz_0.224_dist_7.548.csv,37
anim_run_angle_38_qw_0.669_qx_0.669_qy_0.230_qz_0.230_dist_7.548.csv,38
anim_run_angle_39_qw_0.667_qx_0.667_qy_0.236_qz_0.236_dist_7.548.csv,39
anim_run_angle_3_qw_0.707_qx_0.707_qy_0.019_qz_0.019_dist_7.548.csv,3
anim_run_angle_40_qw_0.664_qx_0.664_qy_0.242_qz_0.242_dist_7.548.csv,40
anim_run_angle_41_qw_0.662_qx_0.662_qy_0.248_qz_0.248_dist_7.548.csv,41
anim_run_angle_42_qw_0.660_qx_0.660_qy_0.253_qz_0.253_dist_7.548.csv,42
anim_run_angle_43_qw_0.658_qx_0.658_qy_0.259_qz_0.259_dist_7.548.csv,43
anim_run_angle_44_qw_0.656_qx_0.656_qy_0.265_qz_0.265_dist_7.548.csv,44
anim_run_angle_45_qw_0.653_qx_0.653_qy_0.271_qz_0.271_dist_7.548.csv,45
anim_run_angle_46_qw_0.651_qx_0.651_qy_0.276_qz_0.276_dist_7.548.csv,46
anim_run_angle_47_qw_0.648_qx_0.648_qy_0.282_qz_0.282_dist_7.548.csv,47
anim_run_angle_48_qw_0.646_qx_0.646_qy_0.288_qz_0.288_dist_7.548.csv,48
anim_run_angle_49_qw_0.643_qx_0.643_qy_0.293_qz_0.293_dist_7.548.csv,49
anim_run_angle_4_qw_0.707_qx_0.707_qy_0.025_qz_0.025_dist_7.548.csv,4
anim_run_angle_50_qw_0.641_qx_0.641_qy_0.299_qz_0.299_dist_7.548.csv,50
anim_run_angle_51_qw_0.638_qx_0.638_qy_0.304_qz_0.304_dist_7.548.csv,51
anim_run_angle_52_qw_0.636_qx_0.636_qy_0.310_qz_0.310_dist_7.548.csv,52
anim_run_angle_53_qw_0.633_qx_0.633_qy_0.316_qz_0.316_dist_7.548.csv,53
anim_run_angle_54_qw_0.630_qx_0.630_qy_0.321_qz_0.321_dist_7.548.csv,54
anim_run_angle_55_qw_0.627_qx_0.627_qy_0.327_qz_0.327_dist_7.548.csv,55
anim_run_angle_56_qw_0.624_qx_0.624_qy_0.332_qz_0.332_dist_7.548.csv,56
anim_run_angle_57_qw_0.621_qx_0.621_qy_0.337_qz_0.337_dist_7.548.csv,57
anim_run_angle_58_qw_0.618_qx_0.618_qy_0.343_qz_0.343_dist_7.548.csv,58
anim_run_angle_59_qw_0.615_qx_0.615_qy_0.348_qz_0.348_dist_7.548.csv,59
anim_run_angle_5_qw_0.706_qx_0.706_qy_0.031_qz_0.031_dist_7.548.csv,5
anim_run_angle_60_qw_0.612_qx_0.612_qy_0.354_qz_0.354_dist_7.548.csv,60
anim_run_angle_61_qw_0.609_qx_0.609_qy_0.359_qz_0.359_dist_7.548.csv,61
anim_run_angle_62_qw_0.606_qx_0.606_qy_0.364_qz_0.364_dist_7.548.csv,62
anim_run_angle_63_qw_0.603_qx_0.603_qy_0.369_qz_0.369_dist_7.548.csv,63
anim_run_angle_64_qw_0.600_qx_0.600_qy_0.375_qz_0.375_dist_7.548.csv,64
anim_run_angle_65_qw_0.596_qx_0.596_qy_0.380_qz_0.380_dist_7.548.csv,65
anim_run_angle_66_qw_0.593_qx_0.593_qy_0.385_qz_0.385_dist_7.548.csv,66
anim_run_angle_67_qw_0.590_qx_0.590_qy_0.390_qz_0.390_dist_7.548.csv,67
anim_run_angle_68_qw_0.586_qx_0.586_qy_0.395_qz_0.395_dist_7.548.csv,68
anim_run_angle_69_qw_0.583_qx_0.583_qy_0.401_qz_0.401_dist_7.548.csv,69
anim_run_angle_6_qw_0.706_qx_0.706_qy_0.037_qz_0.037_dist_7.548.csv,6
anim_run_angle_70_qw_0.579_qx_0.579_qy_0.406_qz_0.406_dist_7.548.csv,70
anim_run_angle_71_qw_0.576_qx_0.576_qy_0.411_qz_0.411_dist_7.548.csv,71
anim_run_angle_72_qw_0.572_qx_0.572_qy_0.416_qz_0.416_dist_7.548.csv,72
anim_run_angle_73_qw_0.568_qx_0.568_qy_0.421_qz_0.421_dist_7.548.csv,73
anim_run_angle_74_qw_0.565_qx_0.565_qy_0.426_qz_0.426_dist_7.548.csv,74
anim_run_angle_75_qw_0.561_qx_0.561_qy_0.430_qz_0.430_dist_7.548.csv,75
anim_run_angle_76_qw_0.557_qx_0.557_qy_0.435_qz_0.435_dist_7.548.csv,76
anim_run_angle_77_qw_0.553_qx_0.553_qy_0.440_qz_0.440_dist_7.548.csv,77
anim_run_angle_78_qw_0.550_qx_0.550_qy_0.445_qz_0.445_dist_7.548.csv,78
anim_run_angle_79_qw_0.546_qx_0.546_qy_0.450_qz_0.450_dist_7.548.csv,79
anim_run_angle_7_qw_0.706_qx_0.706_qy_0.043_qz_0.043_dist_7.548.csv,7
anim_run_angle_80_qw_0.542_qx_0.542_qy_0.455_qz_0.455_dist_7.548.csv,80
anim_run_angle_81_qw_0.538_qx_0.538_qy_0.459_qz_0.459_dist_7.548.csv,81
anim_run_angle_82_qw_0.534_qx_0.534_qy_0.464_qz_0.464_dist_7.548.csv,82
anim_run_angle_83_qw_0.530_qx_0.530_qy_0.469_qz_0.469_dist_7.548.csv,83
anim_run_angle_84_qw_0.525_qx_0.525_qy_0.473_qz_0.473_dist_7.548.csv,84
anim_run_angle_85_qw_0.521_qx_0.521_qy_0.478_qz_0.478_dist_7.548.csv,85
anim_run_angle_86_qw_0.517_qx_0.517_qy_0.482_qz_0.482_dist_7.548.csv,86
anim_run_angle_87_qw_0.513_qx_0.513_qy_0.487_qz_0.487_dist_7.548.csv,87
anim_run_angle_88_qw_0.509_qx_0.509_qy_0.491_qz_0.491_dist_7.548.csv,88
anim_run_angle_89_qw_0.504_qx_0.504_qy_0.496_qz_0.496_dist_7.548.csv,89
anim_run_angle_8_qw_0.705_qx_0.705_qy_0.049_qz_0.049_dist_7.548.csv,8
anim_run_angle_90_qw_0.500_qx_0.500_qy_0.500_qz_0.500_dist_7.548.csv,90
anim_run_angle_9_qw_0.705_qx_0.705_qy_0.055_qz_0.055_dist_7.548.csv,9
